id,desafio_id,letra,texto,ods_diretos,ods_indiretos,profundidade,justificativa_profundidade,planejamento_pesos,ferramentas_pesos,created_at,updated_at,gs_project_id,gs_table_name
alt-trabalho-sumiu-c,desafio-trabalho-que-sumiu,C,"Programar um chatbot que responde perguntas sobre prazos, envia lembretes e oferece dicas de estudo.","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]","[""10 — Redução das Desigualdades"",""17 — Parcerias e Meios de Implementação""]",Sistêmica,"O chatbot automatiza o suporte a todos os alunos ao mesmo tempo, integrando tecnologia e educação de forma mais ampla que um simples grupo de mensagens.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Recomendada""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Recomendada""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242688989,1784242688989,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-hortinha-c,desafio-hortinha-da-escola,C,Montar um sistema de assinatura semanal de cestas de temperos e hortaliças para os vizinhos.,"[""2 — Fome Zero e Agricultura Sustentável"",""8 — Trabalho Decente e Crescimento Econômico"",""12 — Consumo e Produção Responsáveis""]","[""4 — Educação de Qualidade"",""11 — Cidades e Comunidades Sustentáveis"",""17 — Parcerias e Meios de Implementação""]",Transformadora,"Cria um modelo de negócio recorrente e escalável que conecta a escola à comunidade de forma contínua, gerando renda estável e educando sobre consumo sustentável.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Recomendada""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242688987,1784242688987,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-trabalho-sumiu-a,desafio-trabalho-que-sumiu,A,"Criar um grupo de WhatsApp com um aluno responsável por postar diariamente os prazos e tarefas, consultando o quadro de avisos.","[""4 — Educação de Qualidade""]","[""9 — Indústria, Inovação e Infraestrutura""]",Paliativa,"Solução pontual que alivia o sintoma imediato do problema, mas depende do esforço manual de uma única pessoa e não ataca a causa raiz da desorganização.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242688988,1784242688988,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-mochila-a,desafio-mochila-pesada,A,Organizar um dia mensal onde os alunos trazem apenas o essencial.,"[""3 — Saúde e Bem-Estar""]","[""4 — Educação de Qualidade""]",Paliativa,"Ação pontual e simbólica que alivia o problema por um dia, sem mudar a rotina diária de peso excessivo.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242780324,1784242780324,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-mochila-b,desafio-mochila-pesada,B,Arrecadar armários usados para que os alunos guardem materiais na escola.,"[""3 — Saúde e Bem-Estar"",""4 — Educação de Qualidade""]","[""12 — Consumo e Produção Responsáveis""]",Sistêmica,"Cria uma estrutura permanente que resolve a causa raiz (necessidade de carregar tudo todos os dias), beneficiando todos os alunos de forma contínua.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Recomendada""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242780355,1784242780355,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-reforco-c,desafio-reforco-que-ninguem-pede,C,Sistema anônimo de dúvidas + monitoria online + encontros presenciais semanais.,"[""4 — Educação de Qualidade"",""10 — Redução das Desigualdades""]","[""9 — Indústria, Inovação e Infraestrutura"",""17 — Parcerias e Meios de Implementação""]",Sistêmica,"Combina anônimo, tecnologia e encontros presenciais em um sistema contínuo, atacando a causa raiz da vergonha e criando reforço estruturado permanente.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242780354,1784242780354,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-mochila-c,desafio-mochila-pesada,C,Criar campanha educativa + armários solidários + rodízio de livros digitais.,"[""3 — Saúde e Bem-Estar"",""4 — Educação de Qualidade""]","[""9 — Indústria, Inovação e Infraestrutura"",""12 — Consumo e Produção Responsáveis""]",Sistêmica,"Combina conscientização, infraestrutura física e digitalização de conteúdos, atacando o problema por múltiplas frentes simultaneamente.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242780362,1784242780362,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-reforco-a,desafio-reforco-que-ninguem-pede,A,Um quadro onde alunos colocam dúvidas anônimas que são respondidas por monitores.,"[""4 — Educação de Qualidade""]","[""10 — Redução das Desigualdades""]",Paliativa,"Alivia o sintoma da vergonha de perguntar, mas depende de monitores disponíveis e não cria reforço contínuo estruturado.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242780364,1784242780364,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-reforco-b,desafio-reforco-que-ninguem-pede,B,Criar um grupo de estudos virtual com monitoria ao vivo.,"[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]","[""10 — Redução das Desigualdades""]",Sistêmica,"Usa tecnologia para ampliar o alcance da monitoria, atingindo mais alunos de forma contínua e reduzindo a barreira da vergonha por meio do anonimato online.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Recomendada""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242780365,1784242780365,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-radio-muda-b,desafio-radio-muda,B,"Reativar a rádio escolar com programação variáda (música, notícias, curiosidades).","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]","[""11 — Cidades e Comunidades Sustentáveis""]",Sistêmica,"Recupera a estrutura física existente e cria uma programação contínua e organizada, engajando alunos de forma permanente na produção de conteúdo.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Recomendada""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242835983,1784242835983,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-radio-muda-c,desafio-radio-muda,C,Rádio escola + parceria com rádio comunitria local + oficinas de comunicação.,"[""4 — Educação de Qualidade"",""11 — Cidades e Comunidades Sustentáveis""]","[""8 — Trabalho Decente e Crescimento Econômico"",""17 — Parcerias e Meios de Implementação""]",Transformadora,"Conecta a escola à comunidade por meio de uma parceria formal com veículo de comunicação externo e capacita alunos com oficinas, criando um projeto escalável de formação e cultura.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Recomendada""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Recomendada""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242835985,1784242835985,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-calcada-some-a,desafio-calcada-que-some,A,Limpar e capinar a calçada.,"[""11 — Cidades e Comunidades Sustentáveis""]","[""10 — Redução das Desigualdades""]",Paliativa,"Resolve o problema visualmente por um curto período, mas não corrige os buracos estruturais nem impede que o mato volte a crescer.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784242835986,1784242835986,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-calcada-some-b,desafio-calcada-que-some,B,Coletar assinaturas e protocolar pedido na prefeitura.,"[""11 — Cidades e Comunidades Sustentáveis"",""10 — Redução das Desigualdades""]","[""16 — Paz, Justiça e Instituições Eficazes""]",Sistêmica,"Busca uma solução definitiva por meio das instituições responsáveis, exigindo mobilização coletiva e pressão institucional organizada.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Recomendada""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Recomendada""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784242835984,1784242835984,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
