id,titulo,categoria,historia,tempo_estimado,nivel,status,ordem,causas_reais,causas_distratoras,created_at,updated_at,gs_project_id,gs_table_name
desafio-vazios-da-democracia,Os Vazios da Democracia,Liderança,"Nas últimas eleições municipais, o bairro registrou o maior índice de abstenção e votos nulos da cidade. Em uma aula de Sociologia, os alunos descobriram que a maioria dos jovens entre 16 e 18 anos não sabe o nome do seu vereador, nem o que um vereador faz. A descrença na política é enorme, mas os problemas do bairro são reais e dependem de representantes públicos para serem resolvidos. Os alunos querem criar uma iniciativa que aproxime os jovens da política de forma apartidária, educativa e engajadora, mostrando que a cidadania vai muito além do voto.",40 minutos,Difícil,Publicado,26,"[""Falta de conhecimento sobre o papel dos representantes políticos"",""Descrença e desinteresse dos jovens pela política"",""Ausência de educação política nas escolas"",""Alto índice de abstenção e votos nulos nas eleições""]","[""Os jovens não têm direito a voto"",""A política não afeta a vida do bairro"",""Os problemas do bairro não têm solução via representantes públicos"",""Falta de dinheiro é o único motivo do desinteresse político""]",1784241580911,1784241580911,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-aldeia-que-a-cidade-engoliu,A Aldeia que a Cidade Engoliu,Criatividade,"A cidade cresceu e engoliu a antiga aldeia indígena que existia na região. Hoje, os descendentes dos povos originários vivem dispersos, muitos em situação de vulnerabilidade, e sua cultura está se apagando. A língua, as histórias, as técnicas de artesanato e os rituais estão confinados a algumas poucas famílias, que não encontram espaço para compartilhar seu legado. Uma aluna do Ensino Médio, que é bisneta de uma artesã indígena, levou o tema para a escola e descobriu que a maioria dos colegas nunca ouviu falar da história dos primeiros habitantes. Ela e seu grupo querem criar um projeto que resgate, preserve e divulgue essa cultura, combatendo o preconceito e valorizando a diversidade.",40 minutos,Difícil,Publicado,27,"[""Crescimento urbano que ocupou o território da aldeia original"",""Falta de espaços para os descendentes compartilharem sua cultura"",""Poucas famílias mantêm viva a língua e as tradições"",""Desconhecimento da história indígena local pelos moradores da cidade""]","[""Os povos indígenas escolheram abandonar sua cultura"",""Não existem mais descendentes indígenas na região"",""A cultura indígena não é relevante para a cidade atual"",""Falta de interesse dos próprios indígenas em preservar sua cultura""]",1784241580911,1784241580911,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-fome-que-os-dados-nao-mostram,A Fome que os Dados Não Mostram,Empreendedorismo,"O Brasil voltou ao mapa da fome. Cerca de 33 milhões de pessoas estão em situação de insegurança alimentar grave. Paradoxalmente, toneladas de alimentos são desperdiçadas todos os dias em feiras, supermercados, restaurantes e até nas casas. Um grupo de alunos do Ensino Médio, chocado ao ver colegas desmaiando de fome na escola, decidiu pesquisar e descobriu que no bairro vizinho há um banco de alimentos municipal quase vazio, enquanto uma grande rede de supermercados descarta semanalmente centenas de quilos de frutas, legumes e pães que estão fora do ""padrão de beleza"" mas perfeitamente próprios para o consumo. Eles querem criar uma solução que conecte as pontas: reduzir o desperdício e alimentar quem precisa, de forma digna e sustentável.",40 minutos,Difícil,Publicado,28,"[""Desperdício de grandes quantidades de alimentos por supermercados e feiras"",""Banco de alimentos municipal com pouca oferta disponível"",""Falta de conexão entre quem desperdiça e quem precisa de alimento"",""Insegurança alimentar grave afetando milhões de pessoas no Brasil""]","[""Não há alimento suficiente produzido no Brasil"",""As famílias em situação de fome não se esforçam para conseguir comida"",""Os supermercados são obrigados por lei a descartar alimentos fora do padrão"",""A fome é um problema exclusivo de outros países""]",1784241580911,1784241580911,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-luz-que-ninguem-apaga,A Luz que Ninguém Apaga,Sustentabilidade,"Na escola, as luzes das salas ficam acesas o dia inteiro, mesmo quando estão vazias. O gasto de energia é enorme, e a conta de luz consome recursos que poderiam ser usados em livros e materiais. Um grupo de alunos do 6º ano quer reduzir o desperdício de energia elétrica com uma solução simples.",20 minutos,Fácil,Publicado,29,"[""Alunos e professores esquecem de apagar as luzes ao saírem das salas"",""Ausência de sistema de aviso/lembrete nas salas"",""Falta de cultura de economia de energia na escola"",""Salas vazias com luzes e equipamentos ligados""]","[""A conta de luz da escola é paga pelo governo sem custo"",""As lâmpadas usadas já são econômicas o suficiente"",""Não é possível reduzir o consumo de energia em escolas"",""O gasto de energia elétrica não impacta o orçamento da escola""]",1784241580924,1784241580924,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-celular-que-atrapalha,O Celular que Atrapalha,Tecnologia,"Durante as aulas, muitos alunos se distraem com o celular, prejudicando o aprendizado. Os professores já tentaram proibir, mas a medida gerou conflitos. Um grupo de alunos do 8º ano quer criar uma solução que ajude a controlar o uso do celular sem proibir, transformando-o em aliado do aprendizado.",20 minutos,Fácil,Publicado,30,"[""Uso do celular durante as aulas para redes sociais e jogos"",""Ausência de regras claras sobre o uso do celular na escola"",""Falta de estratégias que unam tecnologia e aprendizado"",""Tentativas de proibição total do celular gerando conflitos""]","[""Os alunos não têm interesse em aprender de forma alguma"",""Os professores não sabem dar aula"",""Os celulares são proibidos por lei em todas as escolas"",""A tecnologia é sempre prejudicial ao aprendizado""]",1784241580924,1784241580924,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-trabalho-que-sumiu,O Trabalho que Sumiu,IA,"Vários alunos perderam o prazo de entrega de um trabalho importante porque anotaram a data errada na agenda. A professora não aceitou trabalhos atrasados. Um grupo quer criar um assistente virtual simples que ajude os colegas a organizar prazos, provas e tarefas.",20 minutos,Fácil,Publicado,31,"[""Falta de um sistema organizado de lembretes de prazos"",""Anotações manuais sujeitas a erro na agenda"",""Ausência de comunicação de reforço sobre datas importantes"",""Dependência exclusiva da memória dos alunos""]","[""Desinteresse dos alunos pelos estudos"",""Falta de exigência dos professores"",""Muitas atividades extracurriculares""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-hortinha-da-escola,A Hortinha da Escola,Empreendedorismo,"A escola tem um terreno baldio nos fundos. Um grupo de alunos quer transformá-lo em uma horta que, além de fornecer temperos para a merenda, possa vender o excedente para a comunidade e gerar renda para formatura.",20 minutos,Fácil,Publicado,32,"[""Terreno da escola sem uso produtivo"",""Falta de fonte extra de renda para atividades da escola"",""Ausência de um projeto estruturado de horta escolar"",""Falta de conexão entre alunos e produção sustentável de alimentos""]","[""Desinteresse dos alunos por agricultura"",""Falta de espaço na escola"",""Clima desfavorável para plantio""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-mochila-pesada,A Mochila Pesada,Ciências,"Muitos alunos reclamam de dores nas costas por causa do peso excessivo das mochilas. A enfermeira da escola já alertou sobre o problema, mas ninguém sabe como resolver. Um grupo quer criar uma campanha para reduzir o peso carregado diariamente.",20 minutos,Fácil,Publicado,33,"[""Excesso de materiais didáticos exigidos diariamente"",""Falta de armários ou espaços de guarda na escola"",""Ausência de orientação sobre postura e peso adequado"",""Falta de alternativas digitais aos livros físicos""]","[""Alunos que exageram ao carregar itens pessoais"",""Mochilas de baixa qualidade"",""Falta de exercício físico dos alunos""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-reforco-que-ninguem-pede,O Reforço que Ninguém Pede,Criatividade,"Muitos alunos têm vergonha de pedir ajuda quando não entendem a matéria. As notas baixas só aparecem na prova, quando já é tarde. Um grupo quer criar um sistema anônimo de reforço escolar.",20 minutos,Fácil,Publicado,34,"[""Vergonha dos alunos de admitir dificuldades"",""Falta de canais anônimos de tirar dúvidas"",""Ausência de um sistema estruturado de monitoria"",""Feedback tardio (só na prova) sobre o desempenho""]","[""Falta de capacidade dos alunos"",""Professores despreparados"",""Currículo muito difícil""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-calcada-que-some,A Calçada que Some,Liderança,A calçada em frente à escola está esburacada e coberta de mato. Idosos e cadeirantes precisam andar na rua. Os alunos querem fazer algo para garantir a acessibilidade.,20 minutos,Fácil,Publicado,35,"[""Falta de manutenção da calçada pela prefeitura"",""Ausência de fiscalização sobre acessibilidade urbana"",""Falta de mobilização formal da comunidade sobre o problema"",""Crescimento de vegetação não controlada""]","[""Descuido dos próprios moradores"",""Falta de interesse dos alunos em questões urbanas"",""Excesso de chuvas na região""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-radio-muda,A Rádio Muda,Criatividade,"A escola tinha uma rádio interna que está desativada há anos. Os equipamentos estão empoeirados na sala de audiovisual. Um grupo quer reativar a rádio para divulgar música, notícias e a cultura local.",20 minutos,Fácil,Publicado,36,"[""Equipamentos de rádio abandonados e sem manutenção"",""Falta de alunos responsáveis pela programação"",""Ausência de interesse da direção em reativar o espaço"",""Falta de conteúdo cultural relevante para o público estudantil""]","[""Falta de interesse dos alunos por rádio"",""Equipamentos tecnologicamente obsoletos demais para uso"",""Falta de espaço físico na escola""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-uniforme-que-nao-serve-mais,O Uniforme que Não Serve Mais,Empreendedorismo,"Muitas famílias não têm dinheiro para comprar uniformes novos, e alunos usam roupas desgastadas. Ao mesmo tempo, famílias jogam fora uniformes em bom estado porque os filhos cresceram. Um grupo quer criar uma solução de reaproveitamento.",20 minutos,Fácil,Publicado,37,"[""Custo alto de uniformes novos para famílias de baixa renda"",""Falta de um sistema de reaproveitamento de uniformes usados"",""Crescimento das crianças torna uniformes obsoletos rapidamente"",""Ausência de cultura de doação/troca na comunidade escolar""]","[""Descuido das famílias com os uniformes"",""Falta de qualidade dos uniformes vendidos"",""Exigência excessiva da escola quanto à aparência do uniforme""]",1784242528740,1784242528740,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-oleo-que-contamina,O Óleo que Contamina,Sustentabilidade,"Dona Maria, dona de uma pastelaria em frente à escola, despeja o óleo de fritura usado no ralo da pia há anos. Ela não sabia que um litro de óleo contamina 25 mil litros de água. Os alunos de Ciências fizeram a conta e se assustaram. Agora querem criar uma solução para coletar o óleo da pastelaria e de outros comércios do bairro, transformando um problema ambiental em oportunidade.",30 minutos,Médio,Publicado,38,"[""Falta de conhecimento sobre o impacto ambiental do descarte de óleo"",""Ausência de pontos de coleta acessíveis para os comerciantes"",""Falta de política municipal de logística reversa do óleo usado"",""Falta de incentivo econômico para o descarte correto""]","[""Falta de água tratada suficiente no bairro"",""Desinteresse dos comerciantes pelo meio ambiente"",""Fiscalização ambiental excessiva""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-horta-automatizada,A Horta Automatizada,Tecnologia,A horta comunitária do bairro está morrendo por falta de cuidados constantes. Os voluntários trabalham e não têm tempo de regar todos os dias. Um grupo do clube de robótica quer automatizar a irrigação usando tecnologia de baixo custo.,30 minutos,Médio,Publicado,39,"[""Falta de disponibilidade diária dos voluntários para regar"",""Ausência de sistema de irrigação automático"",""Dependência exclusiva de trabalho manual e voluntário"",""Falta de monitoramento da umidade do solo""]","[""Solo de baixa qualidade para plantio"",""Falta de interesse da comunidade pela horta"",""Clima muito seco na região""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-diagnostico-que-demora,O Diagnóstico que Demora,IA,"No posto de saúde do bairro, os pacientes esperam semanas por uma consulta com especialista. Muitos desistem e voltam para casa sem diagnóstico. Um grupo de alunos, em parceria com um professor de Biologia, quer usar IA para criar um sistema de triagem que acelere o atendimento sem substituir o médico.",30 minutos,Médio,Publicado,40,"[""Falta de triagem eficiente antes da consulta com especialista"",""Excesso de demanda em relação à capacidade de atendimento"",""Ausência de sistema digital de organização de filas"",""Falta de informação prévia sobre os sintomas do paciente""]","[""Falta de médicos dispostos a trabalhar no posto"",""Pacientes que faltam às consultas agendadas"",""Falta de recursos financeiros do posto de saúde""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-loja-vazia,A Loja Vazia,Empreendedorismo,"Várias lojas do centro comercial do bairro fecharam após a crise. Os imóveis estão vazios, e o movimento caiu. Um grupo de alunos do curso técnico em Administração quer criar um projeto para revitalizar o comércio local, atraindo novos negócios e consumidores.",30 minutos,Médio,Publicado,41,"[""Queda do movimento de consumidores no centro comercial"",""Falta de estratégia conjunta de divulgação dos comerciantes"",""Ausência de eventos que atraiam público para a região"",""Falta de visibilidade digital dos comerciantes locais""]","[""Preços muito altos praticados pelos comerciantes"",""Falta de estacionamento na região"",""Concorrência desleal de grandes redes""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-ar-que-adoece,O Ar que Adoece,Ciências,"O bairro registra altos índices de doenças respiratórias, especialmente em crianças e idosos. Uma investigação dos alunos descobriu que uma fábrica próxima emite fumaça escura, e há indícios de que esteja acima dos limites legais. Eles querem medir a qualidade do ar e agir.",30 minutos,Médio,Publicado,42,"[""Emissão de fumaça acima dos limites legais por fábrica próxima"",""Falta de monitoramento público da qualidade do ar"",""Ausência de fiscalização ambiental eficaz na região"",""Falta de áreas verdes que ajudem a filtrar a poluição""]","[""Alta umidade do ar na região"",""Hábitos alimentares da população local"",""Falta de exercícios físicos dos moradores""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-professor-que-falta,O Professor que Falta,Criatividade,"A escola sofre com a falta frequente de professores substitutos. Quando um professor adoece, os alunos ficam sem aula ou são divididos entre outras turmas. Um grupo quer criar um sistema para minimizar o impacto dessas ausências.",30 minutos,Médio,Publicado,43,"[""Falta de professores substitutos disponíveis"",""Ausência de material de aula preparado para emergências"",""Falta de um sistema organizado de monitoria entre alunos"",""Comunicação tardia sobre a ausência do professor""]","[""Desinteresse dos alunos pelas aulas"",""Falta de disciplina dos alunos sem professor"",""Currículo escolar extenso demais""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-transporte-invisivel,O Transporte Invisível,Liderança,"Os moradores de um bairro periférico precisam andar 2 km até o ponto de ônibus mais próximo. Não há linha que atenda a região. Um abaixo-assinado já foi entregue, mas a prefeitura alega falta de viabilidade. Os alunos querem criar uma solução de mobilidade.",30 minutos,Médio,Publicado,44,"[""Ausência de linha de ônibus atendendo a região"",""Falta de dados que comprovem a demanda real de transporte"",""Falta de pressão organizada da comunidade sobre a prefeitura"",""Ausência de alternativas de mobilidade complementares""]","[""Falta de interesse dos moradores em usar transporte público"",""Ruas do bairro em mau estado de conservação"",""Excesso de veículos particulares na região""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-lingua-que-se-perde,A Língua que se Perde,Criatividade,"Uma comunidade de imigrantes instalada na cidade está perdendo sua língua materna. Os mais velhos falam entre si, mas as crianças só usam o português. Uma aluna neta de imigrantes quer preservar esse patrimônio cultural.",30 minutos,Médio,Publicado,45,"[""Falta de espaços de prática da língua materna entre gerações"",""Ausência de material educativo acessível sobre a língua"",""Predominância do português em todos os ambientes das crianças"",""Falta de valorização social do bilinguismo na comunidade""]","[""Falta de inteligência das crianças para aprender duas línguas"",""Desinteresse dos imigrantes pela própria cultura"",""Proibição oficial do uso de outras línguas""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-lixo-que-vale-ouro,O Lixo que Vale Ouro,Empreendedorismo,"Catadores de material reciclável do bairro trabalham em condições precárias, ganhando pouco e sem nenhum apoio. Uma cooperativa até existe, mas não tem estrutura. Alunos querem criar uma solução para dignificar e aumentar a renda desses trabalhadores.",30 minutos,Médio,Publicado,46,"[""Falta de estrutura e equipamentos para a cooperativa de catadores"",""Ausência de conexão direta entre doadores de recicláveis e catadores"",""Baixo valor pago pelo material reciclado sem intermédio justo"",""Falta de reconhecimento social do trabalho dos catadores""]","[""Falta de vontade dos catadores de se organizar"",""Pouca quantidade de lixo reciclável gerada no bairro"",""Desinteresse da população em reciclar""]",1784243028562,1784243028562,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-aquifero-ameacado,O Aquífero Ameaçado,Sustentabilidade,"Um importante aquífero que abastece três estados brasileiros está sendo contaminado por agrotóxicos e esgoto não tratado. Estudos indicam que, se o ritmo continuar, a água ficará imprópria em 20 anos. A região responde por 40% da produção de grãos do país. Alunos de uma escola técnica agrícola querem propor uma solução de equilíbrio entre produção e preservação.",40 minutos,Difícil,Publicado,47,"[""Uso excessivo e sem controle de agrotóxicos na agricultura da região"",""Despejo de esgoto não tratado diretamente no solo/lençol freático"",""Falta de fiscalização e monitoramento contínuo da qualidade da água do aquífero"",""Ausência de políticas regionais integradas entre os três estados afetados"",""Modelo de produção agrícola priorizando produtividade em detrimento da sustentabilidade""]","[""Escassez natural de chuvas na região"",""Excesso de extração de água para consumo humano"",""Falta de educação ambiental nas escolas da região""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-cidade-desconectada,A Cidade Desconectada,Tecnologia,"Cerca de 20% dos municípios brasileiros ainda não têm cobertura de internet de qualidade. Isso afeta educação, saúde, comércio e cidadania. Alunos de uma escola no semiárido sofrem com isso diariamente. Eles querem propor uma solução de conectividade acessível para regiões remotas.",40 minutos,Difícil,Publicado,48,"[""Falta de infraestrutura de telecomunicações em municípios remotos"",""Baixo interesse comercial das operadoras em investir em regiões de baixa densidade populacional"",""Ausência de políticas públicas efetivas de inclusão digital rural"",""Alto custo de instalação de infraestrutura tradicional em áreas remotas""]","[""Falta de interesse da população local pela internet"",""Clima do semiárido que impede sinal de internet"",""Falta de energia elétrica em toda a região""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-enem-desigual,O Enem Desigual,IA,"Estudantes de escolas públicas têm desempenho muito inferior no ENEM em comparação com alunos de escolas privadas. A diferença não está apenas no conteúdo, mas no acesso a simulados, correção de redações e planos de estudo personalizados. Um grupo quer usar IA para democratizar a preparação.",40 minutos,Difícil,Publicado,49,"[""Falta de acesso a simulados e materiais de preparação de qualidade"",""Ausência de correção de redação acessível e frequente para alunos de escola pública"",""Falta de planos de estudo personalizados conforme o desempenho de cada aluno"",""Desigualdade estrutural de recursos entre escolas públicas e privadas""]","[""Menor inteligência dos alunos de escola pública"",""Falta de interesse dos alunos de escola pública pelos estudos"",""Currículo do ENEM feito para favorecer escolas privadas""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-quebrada-que-empreende,A Quebrada que Empreende,Empreendedorismo,"Nas periferias brasileiras, o desemprego entre jovens chega a 30%. Muitos têm talentos, mas não têm acesso a crédito, capacitação ou mercado. Um grupo de alunos quer criar um ecossistema de apoio ao empreendedorismo periférico.",40 minutos,Difícil,Publicado,50,"[""Falta de acesso a crédito e microfinanciamento para jovens da periferia"",""Ausência de capacitação em gestão e empreendedorismo nessas regiões"",""Falta de canais de acesso ao mercado para produtos e serviços locais"",""Desemprego estrutural elevado entre jovens periféricos""]","[""Falta de talento e criatividade dos jovens da periferia"",""Desinteresse dos jovens em trabalhar"",""Excesso de burocracia que afeta igualmente todos os empreendedores do país""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-sus-que-espera,O Sus que Espera,Ciências,A fila para cirurgias eletivas no SUS ultrapassa um milhão de pessoas. Pacientes esperam anos por procedimentos simples. Alunos de uma escola que tem um posto de saúde ao lado querem criar um sistema de gestão e transparência para reduzir esse tempo.,40 minutos,Difícil,Publicado,51,"[""Falta de gestão eficiente das filas de espera por procedimentos"",""Ausência de transparência pública sobre os tempos reais de espera"",""Capacidade insuficiente de atendimento em relação à demanda"",""Falta de critérios claros e públicos de priorização de casos""]","[""Falta de médicos dispostos a atuar no SUS"",""Pacientes que desistem dos procedimentos por conta própria"",""Excesso de exames solicitados pelos médicos""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-ensino-medio-que-ninguem-quer,O Ensino Médio que Ninguém Quer,Criatividade,"A evasão escolar no Ensino Médio atinge 30% em algumas regiões. Os motivos vão desde necessidade de trabalhar até falta de identificação com o currículo. Alunos querem propor um modelo que reduza a evasão, tornando a escola mais atrativa e conectada com o mundo do trabalho.",40 minutos,Difícil,Publicado,52,"[""Necessidade de trabalhar interrompendo os estudos de jovens de baixa renda"",""Falta de identificação do currículo atual com a realidade e interesses dos alunos"",""Ausência de conexão entre o Ensino Médio e o mundo do trabalho"",""Falta de apoio financeiro para alunos em risco de evasão""]","[""Desinteresse geral dos jovens pelos estudos"",""Falta de disciplina dos alunos do Ensino Médio"",""Excesso de conteúdo nas matérias obrigatórias""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-filhos-do-encarceramento,Os Filhos do Encarceramento,Liderança,"O Brasil tem a terceira maior população carcerária do mundo. Milhares de crianças e adolescentes são filhos de pessoas encarceradas e sofrem com estigma, abandono e falta de políticas públicas. Alunos querem criar uma rede de apoio para esses jovens.",40 minutos,Difícil,Publicado,53,"[""Falta de políticas públicas específicas para filhos de pessoas encarceradas"",""Estigma social que afeta a inclusão escolar e comunitária dessas crianças"",""Ausência de suporte psicológico e acompanhamento adequado"",""Falta de rede de apoio comunitário para essas famílias""]","[""Falta de inteligência dessas crianças"",""Desinteresse das famílias em cuidar dos filhos"",""Comportamento agressivo inerente a essas crianças""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-patrimonio-que-desaba,O Patrimônio que Desaba,Criatividade,"O centro histórico de uma cidade colonial está em ruínas. Prédios tombados desabando, enquanto a especulação imobiliária pressiona. Os moradores antigos estão sendo expulsos. Alunos querem criar um projeto de preservação que una patrimônio, turismo e moradia.",40 minutos,Difícil,Publicado,54,"[""Falta de manutenção e restauro dos prédios históricos tombados"",""Pressão da especulação imobiliária sobre o centro histórico"",""Ausência de política pública de preservação aliada à permanência dos moradores"",""Falta de fontes de renda ligadas ao turismo e à cultura local""]","[""Descuido dos próprios moradores com os imóveis"",""Falta de interesse turístico pela cidade"",""Excesso de chuvas causando os desabamentos""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-refugiados-invisiveis,Os Refugiados Invisíveis,Empreendedorismo,"O Brasil recebe milhares de refugiados de países como Venezuela, Haiti e Síria. Muitos enfrentam xenofobia, barreiras linguísticas e dificuldades para validar diplomas e entrar no mercado de trabalho. Alunos de uma escola que tem vários refugiados querem criar uma solução de integração.",40 minutos,Difícil,Publicado,55,"[""Barreira linguística dificultando a integração social e profissional"",""Dificuldade de validação de diplomas e qualificações estrangeiras"",""Xenofobia e discriminação dificultando o acesso ao mercado de trabalho"",""Falta de políticas públicas efetivas de acolhimento e integração""]","[""Falta de qualificação profissional dos refugiados"",""Desinteresse dos refugiados em se integrar à sociedade brasileira"",""Excesso de refugiados chegando ao país""]",1784243586195,1784243586195,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-jardim-que-morreu,O Jardim que Morreu,Sustentabilidade,"O jardim da escola, antes florido e cheio de vida, agora está seco e tomado pelo mato. A direção não tem verba para contratar um jardineiro, e os professores estão ocupados demais para cuidar das plantas. Um grupo de alunos do 5º ano sente falta das flores e das borboletas que visitavam o jardim. Eles querem reviver esse espaço com plantas que exigem pouca água e cuidados simples, transformando o jardim em um lugar bonito e educativo.",20 minutos,Fácil,Publicado,56,"[""Falta de verba para contratar manutenção regular do jardim"",""Ausência de responsáveis fixos pelo cuidado contínuo das plantas"",""Escolha original de espécies que exigem muita água e cuidado"",""Falta de um calendario/rotina organizada de rega e manutenção""]","[""Falta de interesse dos alunos por jardinagem"",""Solo da escola imprestavel para plantio"",""Clima muito seco na região o ano inteiro""]",1784243938308,1784243938308,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-quadro-que-nao-apaga,O Quadro que Não Apaga,Tecnologia,"Na sala do 7º ano, o quadro branco está tão manchado que quase não se pode ler o que os professores escrevem. As canetas são caras e duram pouco, e o produto de limpeza adequado nunca está disponível. Vários alunos reclamam que não conseguem copiar a matéria direito e suas notas estão caindo. Um grupo de estudantes quer encontrar uma solução acessível para melhorar a visibilidade das aulas e o aprendizado de todos.",20 minutos,Fácil,Publicado,57,"[""Falta de produtos de limpeza adequados disponíveis na escola"",""Uso de canetas de baixa qualidade que mancham o quadro com facilidade"",""Ausência de rotina de manutenção e limpeza do quadro"",""Falta de verba para reposição regular de canetas e materiais""]","[""Falta de cuidado dos alunos com o quadro"",""Quadro branco de qualidade inferior desde a instalação"",""Excesso de uso do quadro pelos professores""]",1784243938308,1784243938308,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-trabalho-copiado,O Trabalho Copiado,IA,"A professora de História está frustrada. Nas últimas três turmas, ela encontrou trabalhos inteiros copiados da internet, sem nenhuma reflexão dos alunos. Ela sabe que os jovens sabem pesquisar, mas muitos não sabem como usar a informação de forma ética e criativa. Um grupo de alunos, que também está cansado de ver colegas colando, quer criar uma ferramenta que ajude os estudantes a gerar ideias originais usando inteligência artificial, em vez de simplesmente copiar textos prontos.",20 minutos,Fácil,Publicado,58,"[""Alunos não sabem como usar fontes de pesquisa de forma ética e correta"",""Falta de orientação sobre como citar e referenciar textos"",""Pressão por notas rápidas leva a copiar em vez de refletir"",""Ausência de ferramentas que ajudem a organizar e gerar ideias próprias""]","[""Os alunos são naturalmente desonestos"",""A internet deveria ser proibida na escola"",""Os professores não revisam os trabalhos""]",1784245842672,1784245842672,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-barraquinha-vazia,A Barraquinha Vazia,Empreendedorismo,"Um grupo de alunos do 9º ano quer vender lanches saudáveis durante o recreio, mas não sabe por onde começar. Eles já tentaram improvisar, mas não tiveram lucro e acabaram comendo o próprio estoque. Precisam de um plano de negócios simples para entender custos, precificação, divulgação e vendas. O sonho deles é usar o dinheiro arrecadado para a formatura, mas também querem oferecer uma alternativa mais saudável aos salgadinhos industrializados da cantina.",20 minutos,Fácil,Publicado,59,"[""Falta de planejamento de custos e precificação dos lanches"",""Ausência de pesquisa sobre o que os colegas realmente querem comprar"",""Nenhum controle de estoque, gerando desperdício e prejuízo"",""Falta de divulgação para atrair compradores no recreio""]","[""Os alunos não gostam de comida saudável"",""A cantina da escola proíbe a venda de lanches"",""Não há verba nenhuma disponível na escola""]",1784245842672,1784245842672,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-falta-de-sono,A Falta de Sono,Ciências,"Muitos alunos estão chegando atrasados na primeira aula, com olheiras e bocejando. A professora de Ciências fez uma enquete rápida e descobriu que a maioria dorme menos de 7 horas por noite, principalmente por causa do uso de celular até tarde. Alguns relatam insônia, outros ficam em redes sociais, e há aqueles que simplesmente não conseguem ""desligar"". A professora alertou que a falta de sono prejudica a memória, a concentração e o sistema imunológico. Um grupo de alunos preocupados quer criar uma campanha para melhorar a qualidade do sono na escola.",20 minutos,Fácil,Publicado,60,"[""Uso excessivo do celular e redes sociais até tarde da noite"",""Falta de rotina e horários regulares para dormir"",""Ausência de informação sobre a importância da higiene do sono"",""Estímulos luminosos de telas antes de dormir dificultam o sono""]","[""Os alunos preferem estudar de madrugada"",""A escola começa muito tarde"",""Falta de café da manhã nutritivo""]",1784245842672,1784245842672,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
